season,player,runs,balls,fours,sixes,strike_rate
2022,VG Arora,5,14,0,0,35.71
2022,VR Iyer,182,175,17,7,104.0
2022,WP Saha,317,266,40,7,119.17
2022,Washington Sundar,101,76,9,3,132.89
2022,YBK Jaiswal,258,198,28,10,130.3
2022,YS Chahal,5,8,0,0,62.5
2022,Yash Dayal,0,1,0,0,0.0
2023,A Badoni,238,186,13,12,127.96
2023,A Manohar,114,86,6,7,132.56
2023,A Mishra,19,30,2,0,63.33
2023,A Nortje,37,29,6,0,127.59
2023,A Zampa,10,17,0,0,58.82
2023,AD Russell,227,162,13,18,140.12
2023,AJ Hosein,16,11,1,1,145.45
2023,AK Markram,248,200,18,8,124.0
2023,AM Rahane,326,193,24,16,168.91
2023,AR Patel,283,216,21,15,131.02
2023,AS Joseph,7,12,1,0,58.33
2023,AS Roy,23,19,3,0,121.05
2023,AT Rayudu,158,115,10,9,137.39
2023,AU Rashid,22,17,2,1,129.41
2023,Abdul Basith,1,1,0,0,100.0
2023,Abdul Samad,169,131,10,11,129.01
2023,Abhishek Sharma,226,166,28,6,136.14
2023,Abishek Porel,33,31,1,2,106.45
2023,Akash Deep,17,8,2,1,212.5
2023,Aman Hakim Khan,110,106,7,6,103.77
2023,Anmolpreet Singh,105,83,15,2,126.51
2023,Anuj Rawat,91,72,6,4,126.39
2023,Arjun Tendulkar,13,9,0,1,144.44
2023,Arshad Khan,18,15,0,1,120.0
2023,Arshdeep Singh,2,2,0,0,100.0
2023,Atharva Taide,186,136,20,6,136.76
2023,Avesh Khan,0,1,0,0,0.0
2023,B Kumar,42,49,4,0,85.71
2023,B Sai Sudharsan,362,264,33,12,137.12
2023,BA Stokes,15,15,2,0,100.0
2023,C Green,452,287,40,22,157.49
2023,C Sakariya,4,6,1,0,66.67
2023,CJ Jordan,6,13,0,0,46.15
2023,CV Varun,1,11,0,0,9.09
2023,D Padikkal,261,206,31,6,126.7
2023,D Wiese,21,11,0,3,190.91
2023,DA Miller,259,184,18,13,140.76
2023,DA Warner,516,406,69,10,127.09
2023,DG Nalkande,0,1,0,0,0.0
2023,DJ Hooda,84,93,3,2,90.32
2023,DJ Willey,35,32,4,0,109.38
2023,DL Chahar,1,2,0,0,50.0
2023,DP Conway,672,493,77,18,136.31
2023,Dhruv Jurel,152,93,11,9,163.44
2023,F du Plessis,730,483,60,36,151.14
2023,Fazalhaq Farooqi,1,5,0,0,20.0
2023,GD Phillips,39,22,2,4,177.27
2023,GJ Maxwell,400,225,29,31,177.78
2023,H Klaasen,448,262,32,25,170.99
2023,HC Brook,190,159,23,4,119.5
2023,HH Pandya,346,254,26,15,136.22
2023,HR Shokeen,23,19,4,0,121.05
2023,HV Patel,6,6,0,1,100.0
2023,Harpreet Brar,52,42,5,2,123.81
2023,Harpreet Singh,76,59,8,3,128.81
2023,Harshit Rana,0,1,0,0,0.0
2023,I Sharma,1,1,0,0,100.0
2023,Ishan Kishan,454,325,54,18,139.69
2023,JC Archer,4,4,0,0,100.0
2023,JC Buttler,392,298,42,14,131.54
2023,JD Unadkat,9,7,1,0,128.57
2023,JE Root,10,15,1,0,66.67
2023,JJ Roy,285,196,36,12,145.41
2023,JM Sharma,309,205,22,21,150.73
2023,JO Holder,12,12,0,1,100.0
2023,JP Behrendorff,6,9,0,0,66.67
2023,JR Hazlewood,1,2,0,0,50.0
2023,K Gowtham,61,44,2,5,138.64
2023,K Kartikeya,6,7,1,0,85.71
2023,K Rabada,0,2,0,0,0.0
2023,KD Karthik,140,106,13,5,132.08
2023,KH Pandya,188,172,15,6,109.3
2023,KL Rahul,274,247,28,4,110.93
2023,KM Asif,0,2,0,0,0.0
2023,KM Jadhav,12,10,1,0,120.0
2023,KR Mayers,379,276,38,22,137.32
2023,KS Sharma,12,21,0,0,57.14
2023,KV Sharma,3,5,0,0,60.0
2023,Kuldeep Yadav,31,50,2,0,62.0
2023,LS Livingstone,279,175,20,19,159.43
2023,Lalit Yadav,66,62,8,0,106.45
2023,Liton Das,4,4,1,0,100.0
2023,M Jansen,39,45,4,0,86.67
2023,M Markande,21,14,2,1,150.0
2023,M Shahrukh Khan,156,100,13,9,156.0
2023,M Vohra,10,11,1,0,90.91
2023,MA Agarwal,270,219,29,6,123.29
2023,MA Wood,11,5,1,1,220.0
2023,MD Shanaka,26,26,2,1,100.0
2023,MG Bracewell,58,49,6,1,118.37
2023,MJ Santner,2,4,0,0,50.0
2023,MK Lomror,135,101,9,8,133.66
2023,MK Pandey,160,149,15,3,107.38
2023,MM Ali,124,92,12,6,134.78
2023,MM Sharma,0,1,0,0,0.0
2023,MP Stoinis,408,281,28,27,145.2
2023,MR Marsh,128,97,11,7,131.96
2023,MS Dhoni,104,63,3,10,165.08
2023,MW Short,117,99,15,4,118.18
2023,Mandeep Singh,14,16,0,1,87.5
2023,Mohammed Shami,5,8,1,0,62.5
2023,Mohammed Siraj,1,2,0,0,50.0
2023,Mohit Rathee,1,2,0,0,50.0
2023,Mohsin Khan,0,7,0,0,0.0
2023,Mukesh Kumar,7,10,0,0,70.0
2023,Mustafizur Rahman,1,1,0,0,100.0
2023,N Jagadeesan,89,84,14,1,105.95
2023,N Pooran,358,217,26,26,164.98
2023,N Rana,413,303,39,20,136.3
2023,N Wadhera,241,171,23,12,140.94
2023,NT Ellis,1,7,0,0,14.29
2023,Naveen-ul-Haq,16,22,2,0,72.73
2023,Noor Ahmad,8,9,1,0,88.89
2023,P Dubey,16,20,2,0,80.0
2023,P Simran Singh,358,245,38,19,146.12
2023,PBB Rajapaksa,71,64,6,2,110.94
2023,PD Salt,218,135,24,10,161.48
2023,PK Garg,22,23,1,0,95.65
2023,PN Mankad,93,74,12,2,125.68
2023,PP Chawla,25,22,1,1,113.64
2023,PP Shaw,106,90,16,1,117.78
2023,PWH de Silva,33,30,3,0,110.0
2023,Q de Kock,143,103,10,8,138.83
2023,R Ashwin,67,55,5,3,121.82
2023,R Dhawan,20,12,1,1,166.67
2023,R Parag,78,68,4,5,114.71
2023,R Powell,7,9,1,0,77.78
2023,R Shepherd,0,1,0,0,0.0
2023,R Tewatia,87,61,3,7,142.62
2023,RA Jadeja,190,138,11,9,137.68
2023,RA Tripathi,273,217,29,10,125.81
2023,RD Chahar,0,10,0,0,0.0
2023,RD Gaikwad,590,411,46,30,143.55
2023,RG Sharma,332,258,35,17,128.68
2023,RK Singh,474,333,31,29,142.34
2023,RP Meredith,0,2,0,0,0.0
2023,RR Rossouw,209,148,17,11,141.22
2023,RV Patel,49,44,3,1,111.36
2023,Rahmanullah Gurbaz,227,178,17,15,127.53
2023,Rashid Khan,130,66,8,13,196.97
2023,Ravi Bishnoi,20,28,1,0,71.43
2023,S Dhawan,373,275,49,12,135.64
2023,S Dube,418,277,12,35,150.9
2023,SA Yadav,605,340,65,28,177.94
2023,SM Curran,276,213,20,13,129.58
2023,SN Khan,53,62,4,1,85.48
2023,SN Thakur,113,72,13,4,156.94
2023,SO Hetmyer,299,205,12,23,145.85
2023,SP Narine,21,28,2,1,75.0
2023,SS Prabhudessai,35,32,1,2,109.38
2023,SV Samson,362,240,25,24,150.83
2023,Sandeep Sharma,2,7,0,0,28.57
2023,Sanvir Singh,11,9,1,1,122.22
2023,Shahbaz Ahmed,42,41,3,1,102.44
2023,Shubman Gill,890,582,85,33,152.92
2023,Sikandar Raza,139,104,10,6,133.65
2023,Swapnil Singh,2,4,0,0,50.0
2023,T Stubbs,25,31,2,0,80.65
2023,TA Boult,16,17,1,1,94.12
2023,TH David,231,155,12,15,149.03
2023,TU Deshpande,0,1,0,0,0.0
2023,Tilak Varma,343,226,26,23,151.77
2023,UT Yadav,19,20,1,0,95.0
2023,Umran Malik,19,8,1,2,237.5
2023,V Kohli,639,473,65,16,135.1
2023,V Shankar,301,199,27,15,151.26
2023,VG Arora,3,2,0,0,150.0
2023,VR Iyer,404,288,32,21,140.28
2023,Vijaykumar Vyshak,13,10,0,1,130.0
2023,Vishnu Vinod,37,32,2,2,115.62
2023,Vivrant Sharma,69,49,9,2,140.82
2023,WD Parnell,2,6,0,0,33.33
2023,WP Saha,371,297,47,8,124.92
2023,Washington Sundar,60,62,6,0,96.77
2023,YBK Jaiswal,625,397,83,26,157.43
2023,YV Dhull,16,23,1,0,69.57
2023,Yudhvir Singh,1,2,0,0,50.0
2024,A Badoni,235,180,22,5,130.56
2024,A Kamboj,2,2,0,0,100.0
2024,A Manohar,9,16,1,0,56.25
2024,A Nortje,4,9,0,0,44.44
2024,A Raghuvanshi,163,109,16,8,149.54
2024,AA Kulkarni,9,8,2,0,112.5
2024,AD Russell,222,141,20,16,157.45
2024,AJ Turner,21,20,0,2,105.0
2024,AK Markram,220,187,18,4,117.65
2024,AM Rahane,242,200,24,7,121.0
2024,AR Patel,235,183,19,10,128.42
2024,AS Roy,3,3,0,0,100.0
2024,Abdul Samad,182,113,15,11,161.06
2024,Abhishek Sharma,484,248,36,42,195.16
2024,Abishek Porel,327,213,36,13,153.52
2024,Akash Deep,2,2,0,0,100.0
2024,Akash Madhwal,4,5,0,0,80.0
2024,Anmolpreet Singh,5,7,1,0,71.43
2024,Anuj Rawat,98,80,10,3,122.5
2024,Arshad Khan,78,52,5,5,150.0
2024,Arshad Khan (2),5,4,1,0,125.0
2024,Arshdeep Singh,4,4,1,0,100.0
2024,Ashutosh Sharma,189,118,10,15,160.17
2024,Atharva Taide,61,41,7,2,148.78
2024,Avesh Khan,10,5,1,0,200.0
2024,Azmatullah Omarzai,42,34,2,2,123.53
2024,B Kumar,23,30,3,0,76.67
2024,B Sai Sudharsan,527,388,48,17,135.82
2024,BR Sharath,2,5,0,0,40.0
2024,C Green,255,185,22,10,137.84
2024,D Brevis,69,60,3,5,115.0
2024,D Ferreira,8,11,0,0,72.73
2024,D Padikkal,38,60,3,0,63.33
2024,DA Miller,210,149,20,8,140.94
2024,DA Warner,168,130,17,10,129.23
2024,DG Nalkande,12,11,0,1,109.09
2024,DJ Hooda,145,107,16,3,135.51
2024,DJ Mitchell,318,228,27,10,139.47
2024,Dhruv Jurel,195,144,18,7,135.42
2024,F du Plessis,438,276,47,21,158.7
2024,G Coetzee,14,22,0,1,63.64
2024,GJ Maxwell,52,46,6,2,113.04
2024,Gulbadin Naib,19,15,1,1,126.67
2024,H Klaasen,479,293,19,38,163.48
2024,HH Pandya,216,154,17,11,140.26
2024,HV Patel,13,19,1,1,68.42
2024,Harpreet Brar,75,59,8,2,127.12
2024,Harpreet Singh,27,34,2,0,79.41
2024,I Sharma,1,8,0,0,12.5
2024,Ishan Kishan,320,222,35,16,144.14
2024,J Fraser-McGurk,330,150,32,28,220.0
2024,JA Richardson,2,2,0,0,100.0
2024,JC Buttler,359,266,36,12,134.96
2024,JD Unadkat,24,27,2,1,88.89
2024,JJ Bumrah,12,12,1,0,100.0
2024,JM Bairstow,298,197,33,14,151.27
2024,JM Sharma,187,147,9,12,127.21
2024,K Rabada,20,17,0,2,117.65
2024,KA Maharaj,1,2,0,0,50.0
2024,KD Karthik,326,195,27,22,167.18
2024,KH Pandya,133,112,8,5,118.75
2024,KL Rahul,520,398,45,19,130.65
2024,KS Williamson,27,27,4,0,100.0
2024,KV Sharma,31,16,2,3,193.75
2024,Kuldeep Yadav,47,44,6,1,106.82
2024,Kumar Kushagra,3,7,0,0,42.86
2024,L Wood,9,3,0,1,300.0
2024,LB Williams,1,2,0,0,50.0
2024,LH Ferguson,1,1,0,0,100.0
2024,LS Livingstone,111,82,8,7,135.37
2024,Lalit Yadav,10,12,1,0,83.33
2024,M Jansen,18,15,1,1,120.0
2024,M Shahrukh Khan,127,77,9,9,164.94
2024,MA Agarwal,64,59,8,1,108.47
2024,MA Starc,9,11,1,0,81.82
2024,MJ Santner,14,18,1,0,77.78
2024,MJ Suthar,1,2,0,0,50.0
2024,MK Lomror,125,74,9,9,168.92
2024,MK Pandey,42,33,2,2,127.27
2024,MM Ali,128,105,7,8,121.9
2024,MM Sharma,2,16,0,0,12.5
2024,MP Stoinis,388,272,39,16,142.65
2024,MR Marsh,61,41,9,3,148.78
2024,MS Dhoni,161,82,14,13,196.34
2024,MS Wade,4,7,0,0,57.14
2024,Mayank Dagar,0,1,0,0,0.0
2024,Mohammad Nabi,35,31,2,2,112.9
2024,Mohammed Siraj,12,9,0,2,133.33
2024,Mohsin Khan,2,1,0,0,200.0
2024,Mukesh Kumar,3,10,0,0,30.0
2024,N Pooran,499,296,35,36,168.58
2024,N Rana,42,35,5,1,120.0
2024,N Wadhera,109,90,9,6,121.11
2024,Naman Dhir,140,84,12,10,166.67
2024,Naveen-ul-Haq,2,4,0,0,50.0
2024,Nithish Kumar Reddy,303,221,15,21,137.1
2024,Noor Ahmad,5,9,1,0,55.56
2024,P Simran Singh,334,216,34,20,154.63
2024,PD Salt,435,250,50,24,174.0
2024,PJ Cummins,136,99,9,8,137.37
2024,PP Chawla,15,15,1,1,100.0
2024,PP Shaw,198,125,30,5,158.4
2024,Q de Kock,250,194,29,9,128.87
2024,R Ashwin,86,76,5,4,113.16
2024,R Parag,573,407,40,33,140.79
2024,R Powell,103,71,10,6,145.07
2024,R Ravindra,222,146,22,12,152.05
2024,R Sai Kishore,13,6,0,2,216.67
2024,R Shepherd,57,24,5,5,237.5
2024,R Tewatia,188,139,24,5,135.25
2024,RA Jadeja,267,191,22,8,139.79
2024,RA Tripathi,165,121,18,6,136.36
2024,RD Chahar,21,15,3,1,140.0
2024,RD Gaikwad,583,425,58,18,137.18
2024,RG Sharma,417,293,45,23,142.32
2024,RJ Gleeson,2,2,0,0,100.0
2024,RJW Topley,3,6,0,0,50.0
2024,RK Bhui,3,9,0,0,33.33
2024,RK Singh,168,117,13,8,143.59
2024,RM Patidar,395,237,21,33,166.67
2024,RR Pant,446,296,36,25,150.68
2024,RR Rossouw,211,122,25,11,172.95
2024,Rahmanullah Gurbaz,62,50,7,4,124.0
2024,Ramandeep Singh,125,64,5,12,195.31
2024,Rashid Khan,102,75,11,3,136.0
2024,Rasikh Salam,28,30,4,0,93.33
2024,Ravi Bishnoi,4,6,0,0,66.67
2024,S Dhawan,152,125,18,4,121.6
2024,S Dube,396,259,28,28,152.9
2024,SA Yadav,345,209,36,18,165.07
2024,SB Dubey,33,21,3,2,157.14
2024,SD Hope,183,125,12,12,146.4
2024,SH Johnson,6,7,1,0,85.71
2024,SM Curran,270,230,24,6,117.39
2024,SN Thakur,21,18,2,1,116.67
2024,SO Hetmyer,113,72,9,7,156.94
2024,SP Narine,488,292,50,33,167.12
2024,SS Iyer,351,250,34,14,140.4
2024,SS Prabhudessai,24,19,3,0,126.32
2024,SV Samson,531,367,48,24,144.69
2024,SZ Mulani,1,1,0,0,100.0
2024,Sameer Rizvi,51,43,4,2,118.6
2024,Sanvir Singh,14,13,1,0,107.69
2024,Saurav Chauhan,18,16,1,1,112.5
2024,Shahbaz Ahmed,215,173,7,13,124.28
2024,Shashank Singh,354,225,28,21,157.33
2024,Shivam Singh,2,3,0,0,66.67
2024,Shubman Gill,426,295,37,15,144.41
2024,Sikandar Raza,43,39,2,2,110.26
2024,Sumit Kumar,18,26,2,1,69.23
2024,Swapnil Singh,37,22,3,3,168.18
2024,T Kohler-Cadmore,48,54,7,1,88.89
2024,T Stubbs,378,204,24,26,185.29
2024,TA Boult,14,16,2,0,87.5
2024,TH David,241,168,14,15,143.45
2024,TM Head,567,307,64,32,184.69
2024,TU Deshpande,0,2,0,0,0.0
2024,Tanush Kotian,24,32,3,0,75.0
2024,Tilak Varma,416,291,35,19,142.96
2024,UT Yadav,12,15,0,1,80.0
2024,V Kohli,741,497,62,38,149.09
2024,V Shankar,83,75,7,2,110.67
2024,V Viyaskanth,7,5,0,0,140.0
2024,VG Arora,1,1,0,0,100.0
2024,VR Iyer,370,238,35,19,155.46
2024,Vijaykumar Vyshak,1,3,0,0,33.33
2024,WG Jacks,230,133,16,18,172.93
2024,WP Saha,136,120,18,3,113.33
2024,Washington Sundar,0,1,0,0,0.0
2024,YBK Jaiswal,435,288,54,16,151.04
2024,Yudhvir Singh,21,14,1,2,150.0
